;Grid_Code;households_total_units;hhtyp_single;hhtyp_couples_wout_child;hhtyp_couples_with_child;hhtyp_single_parent;hhtyp_multiplepers_wout_nuclear;hhleb_single;hhleb_married_couples;hhleb_registered_partner;hhleb_nonmarital_partner;hhleb_single_mothers;hhleb_single_fathers;hhleb_multipers_wout_nuclear;hhgr_1_pers;hhgr_2_pers;hhgr_3_pers;hhgr_4_pers;hhgr_5_pers;hhgr_6_more;fams_seniors_only;fams_seniors_young;fams_wout_seniors
12428;100mN33321E42414;19;12;4;3;0;0;12;5;0;0;0;0;0;12;5;3;0;0;0;0;0;0
12429;100mN33321E42415;66;29;21;9;7;0;29;24;0;6;6;0;0;29;24;6;4;0;3;0;0;0
12620;100mN33322E42394;111;63;22;10;10;6;63;25;0;7;8;3;6;63;36;9;3;0;0;0;0;0
12621;100mN33322E42395;58;31;12;7;5;3;31;13;0;6;3;3;3;31;15;8;0;3;0;0;0;0
12622;100mN33322E42396;8;5;3;0;0;0;5;3;0;0;0;0;0;5;3;0;0;0;0;0;0;0
12623;100mN33322E42397;70;59;5;3;3;0;59;5;0;3;3;0;0;59;8;3;0;0;0;0;0;0
12624;100mN33322E42398;70;25;18;11;9;7;25;24;0;5;8;0;7;25;28;13;3;0;0;0;0;0
12625;100mN33322E42399;60;21;21;7;8;3;21;22;0;5;6;3;3;21;25;14;0;0;0;0;0;0
12626;100mN33322E42400;58;27;18;6;3;4;27;19;0;4;3;0;4;27;21;5;4;0;0;0;0;0
12627;100mN33322E42401;6;4;0;3;0;0;4;3;0;0;0;0;0;4;0;0;3;0;0;0;0;0
12628;100mN33322E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12629;100mN33322E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12630;100mN33322E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12631;100mN33322E42405;27;15;3;5;0;3;15;6;0;3;0;0;3;15;6;3;3;0;0;0;0;0
12632;100mN33322E42406;117;63;23;16;8;7;63;25;0;13;4;4;7;63;32;13;7;3;0;0;0;0
12633;100mN33322E42407;139;71;33;17;4;14;71;27;0;23;4;0;14;71;46;14;5;0;3;0;0;0
12634;100mN33322E42408;132;83;29;4;9;7;83;15;0;18;8;0;7;83;34;10;3;0;3;0;0;0
12635;100mN33322E42409;178;112;28;15;10;13;112;21;0;22;9;0;13;112;40;16;9;0;0;0;0;0
12636;100mN33322E42410;82;40;18;14;4;6;40;22;0;9;4;0;6;40;26;9;4;3;0;0;0;0
12637;100mN33322E42411;145;77;38;12;6;12;77;34;3;14;4;3;12;77;48;14;4;0;3;0;0;0
12638;100mN33322E42412;149;109;10;7;13;10;109;11;0;6;13;0;10;109;24;10;4;0;0;0;0;0
12639;100mN33322E42413;31;18;8;5;0;0;18;9;0;4;0;0;0;18;7;0;3;0;3;0;0;0
12640;100mN33322E42414;76;45;12;10;4;5;45;20;0;3;3;3;5;45;19;3;8;0;0;0;0;0
12641;100mN33322E42415;64;31;15;11;4;3;31;21;0;5;3;0;3;31;19;4;6;3;0;0;0;0
12642;100mN33322E42416;60;36;10;7;3;5;36;12;0;5;3;0;5;36;15;4;3;0;0;0;0;0
12833;100mN33323E42393;71;39;13;4;11;4;39;15;0;3;10;0;4;39;24;6;3;0;0;0;0;0
12834;100mN33323E42394;87;52;23;3;4;5;52;14;0;12;4;0;5;52;29;5;0;0;0;0;0;0
12835;100mN33323E42395;71;46;13;7;3;3;46;11;0;9;3;0;3;46;17;3;5;0;0;0;0;0
12836;100mN33323E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12837;100mN33323E42397;80;35;27;10;7;0;35;24;0;13;6;0;0;35;30;8;5;0;0;0;0;0
12838;100mN33323E42398;53;19;17;10;3;5;19;16;0;11;3;0;5;19;21;5;3;4;3;0;0;0
12839;100mN33323E42399;67;27;15;17;3;5;27;27;0;5;3;0;5;27;20;4;12;3;3;0;0;0
12840;100mN33323E42400;78;39;19;13;3;4;39;27;0;5;3;0;4;39;24;8;6;0;0;0;0;0
12841;100mN33323E42401;3;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
12842;100mN33323E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12843;100mN33323E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12844;100mN33323E42404;6;0;5;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0
12845;100mN33323E42405;103;58;17;13;5;10;58;21;0;9;4;0;10;58;27;6;8;4;0;0;0;0
12846;100mN33323E42406;89;47;16;13;4;9;47;17;0;11;3;0;9;47;26;9;5;0;0;0;0;0
12847;100mN33323E42407;78;39;21;10;4;4;39;16;0;15;4;0;4;39;25;8;6;0;0;0;0;0
12848;100mN33323E42408;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12849;100mN33323E42409;83;52;19;5;4;3;52;13;0;11;4;0;3;52;23;4;4;0;0;0;0;0
12850;100mN33323E42410;105;51;21;19;10;4;51;30;0;9;7;3;4;51;27;10;12;5;0;0;0;0
12851;100mN33323E42411;107;54;26;18;7;3;54;35;0;9;7;0;3;54;27;16;7;3;0;0;0;0
12852;100mN33323E42412;37;23;5;6;3;0;23;7;0;4;3;0;0;23;8;4;0;0;0;0;0;0
12853;100mN33323E42413;50;19;19;3;0;8;19;17;0;5;0;0;8;19;24;3;3;0;0;0;0;0
12854;100mN33323E42414;48;25;11;10;3;0;25;19;0;3;3;0;0;25;10;6;3;3;3;0;0;0
12855;100mN33323E42415;67;29;16;13;8;0;29;25;0;3;8;0;0;29;22;13;3;0;0;0;0;0
12856;100mN33323E42416;25;10;6;4;4;0;10;6;0;4;4;0;0;10;9;3;3;0;0;0;0;0
12857;100mN33323E42417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13045;100mN33324E42390;81;26;26;18;3;8;26;36;0;8;3;0;8;26;29;9;10;3;5;0;0;0
13048;100mN33324E42393;119;72;26;12;4;5;72;29;0;9;3;0;5;72;33;10;3;0;0;0;0;0
13049;100mN33324E42394;79;42;16;11;8;3;42;19;0;8;6;3;3;42;23;10;3;0;0;0;0;0
13050;100mN33324E42395;47;30;9;4;3;0;30;10;0;3;3;0;0;30;11;3;3;0;0;0;0;0
13051;100mN33324E42396;25;15;5;3;0;3;15;3;0;4;0;0;3;15;7;3;0;0;0;0;0;0
13052;100mN33324E42397;96;45;26;11;6;8;45;22;0;15;5;0;8;45;30;13;6;3;0;0;0;0
13053;100mN33324E42398;69;35;11;8;7;8;35;13;0;6;4;3;8;35;21;9;3;0;0;0;0;0
13054;100mN33324E42399;92;51;13;9;8;11;51;14;0;8;7;0;11;51;23;11;3;3;0;0;0;0
13055;100mN33324E42400;54;31;8;6;5;4;31;9;0;5;4;0;4;31;17;4;3;0;0;0;0;0
13056;100mN33324E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13057;100mN33324E42402;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
13058;100mN33324E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13059;100mN33324E42404;70;39;11;8;6;6;39;13;0;6;6;0;6;39;20;6;4;0;0;0;0;0
13060;100mN33324E42405;117;61;20;19;9;8;61;25;0;14;8;0;8;61;29;13;8;4;3;0;0;0
13061;100mN33324E42406;124;63;27;12;14;8;63;22;0;16;10;4;8;63;41;10;7;3;0;0;0;0
13062;100mN33324E42407;76;35;23;6;6;6;35;15;0;14;5;0;6;35;26;9;4;3;0;0;0;0
13063;100mN33324E42408;72;57;8;0;0;7;57;7;0;0;0;0;7;57;14;0;0;0;0;0;0;0
13064;100mN33324E42409;89;58;13;11;3;4;58;16;0;8;3;0;4;58;14;11;0;3;3;0;0;0
13065;100mN33324E42410;132;78;24;7;15;8;78;16;0;15;13;3;8;78;36;9;7;3;0;0;0;0
13066;100mN33324E42411;70;51;4;7;5;3;51;9;0;3;5;0;3;51;11;4;3;0;0;0;0;0
13067;100mN33324E42412;37;18;12;4;0;3;18;13;0;3;0;0;3;18;14;5;0;0;0;0;0;0
13068;100mN33324E42413;68;21;24;16;6;0;21;33;0;7;5;0;0;21;25;11;4;4;3;0;0;0
13069;100mN33324E42414;55;15;19;13;4;4;15;28;0;4;3;3;4;15;22;10;6;3;0;0;0;0
13070;100mN33324E42415;83;58;15;3;5;3;58;11;0;6;3;3;3;58;21;0;3;0;0;0;0;0
13071;100mN33324E42416;65;41;16;3;3;3;41;15;0;4;3;0;3;41;21;3;0;0;0;0;0;0
13072;100mN33324E42417;37;19;13;3;3;0;19;13;0;3;3;0;0;19;16;3;0;0;0;0;0;0
13073;100mN33324E42418;29;16;3;7;0;3;16;9;0;0;0;0;3;16;5;7;0;0;0;0;0;0
13263;100mN33325E42391;68;37;17;0;7;6;37;7;0;11;5;3;6;37;26;3;0;3;0;0;0;0
13264;100mN33325E42392;107;66;21;8;8;4;66;24;0;5;5;3;4;66;30;6;5;0;0;0;0;0
13265;100mN33325E42393;86;59;12;6;5;4;59;12;0;6;5;0;4;59;17;5;3;0;3;0;0;0
13266;100mN33325E42394;106;64;17;11;7;7;64;21;0;7;5;3;7;64;26;11;3;3;0;0;0;0
13267;100mN33325E42395;38;23;5;8;3;0;23;10;0;3;3;0;0;23;7;4;3;0;0;0;0;0
13268;100mN33325E42396;86;45;18;12;7;4;45;21;0;9;6;0;4;45;24;7;7;3;0;0;0;0
13269;100mN33325E42397;104;49;25;11;9;10;49;23;0;13;7;3;10;49;38;8;3;4;3;0;0;0
13270;100mN33325E42398;90;37;23;13;11;6;37;28;0;8;9;3;6;37;34;9;6;3;3;0;0;0
13271;100mN33325E42399;46;22;9;8;4;3;22;11;0;6;4;0;3;22;14;5;3;3;0;0;0;0
13272;100mN33325E42400;9;6;3;0;0;0;6;3;0;0;0;0;0;6;3;0;0;0;0;0;0;0
13273;100mN33325E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13274;100mN33325E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13275;100mN33325E42403;5;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0
13276;100mN33325E42404;50;24;9;8;6;3;24;12;0;5;6;0;3;24;15;7;3;0;0;0;0;0
13277;100mN33325E42405;101;43;22;21;10;5;43;32;0;11;9;0;5;43;33;15;9;0;0;0;0;0
13278;100mN33325E42406;126;54;27;17;11;17;54;28;0;16;10;0;17;54;46;12;9;4;0;0;0;0
13279;100mN33325E42407;71;15;30;15;9;3;15;37;0;8;6;3;3;15;33;15;7;0;0;0;0;0
13280;100mN33325E42408;101;43;36;13;4;5;43;35;0;14;4;0;5;43;40;9;5;3;3;0;0;0
13281;100mN33325E42409;67;31;13;13;6;4;31;22;0;4;5;0;4;31;15;11;8;0;3;0;0;0
13282;100mN33325E42410;112;78;11;7;16;0;78;15;0;3;15;0;0;78;20;10;4;0;0;0;0;0
13283;100mN33325E42411;43;32;5;0;3;3;32;3;0;3;3;0;3;32;8;0;3;0;0;0;0;0
13284;100mN33325E42412;41;14;9;7;5;6;14;11;0;5;5;0;6;14;18;6;3;0;0;0;0;0
13285;100mN33325E42413;104;51;33;10;7;3;51;26;0;17;7;0;3;51;35;9;5;3;0;0;0;0
13286;100mN33325E42414;65;33;24;6;0;3;33;23;0;7;0;0;3;33;25;3;3;0;0;0;0;0
13287;100mN33325E42415;131;99;20;7;3;3;99;16;0;10;3;0;3;99;24;7;0;0;0;0;0;0
13288;100mN33325E42416;39;10;17;6;3;4;10;12;0;11;3;0;4;10;17;7;5;0;0;0;0;0
13289;100mN33325E42417;88;47;15;16;8;3;47;27;0;4;7;0;3;47;19;13;8;0;0;0;0;0
13290;100mN33325E42418;221;195;11;8;5;3;195;16;0;3;5;0;3;195;14;4;6;0;0;0;0;0
13291;100mN33325E42419;63;29;20;6;6;3;29;23;0;3;6;0;3;29;26;4;4;0;0;0;0;0
13479;100mN33326E42391;106;57;13;15;12;9;57;16;0;12;11;0;9;57;27;12;5;4;0;0;0;0
13480;100mN33326E42392;89;41;25;14;5;4;41;31;0;8;3;3;4;41;28;11;8;0;0;0;0;0
13481;100mN33326E42393;115;69;25;11;7;3;69;23;0;13;5;3;3;69;33;8;3;0;3;0;0;0
13482;100mN33326E42394;78;51;13;5;3;6;51;8;0;10;3;0;6;51;19;5;0;0;0;0;0;0
13483;100mN33326E42395;93;49;19;7;10;8;49;13;0;13;10;0;8;49;35;5;4;0;0;0;0;0
13484;100mN33326E42396;139;78;28;13;10;10;78;27;0;14;9;0;10;78;41;5;10;4;0;0;0;0
13485;100mN33326E42397;84;45;16;13;3;7;45;20;0;9;3;0;7;45;19;10;5;3;3;0;0;0
13486;100mN33326E42398;31;8;10;7;4;3;8;13;0;4;4;0;3;8;13;6;3;0;0;0;0;0
13487;100mN33326E42399;63;30;11;10;10;3;30;15;0;6;9;0;3;30;15;8;5;0;3;0;0;0
13488;100mN33326E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13489;100mN33326E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13490;100mN33326E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13491;100mN33326E42403;16;4;7;3;0;3;4;3;0;7;0;0;3;4;7;3;3;0;0;0;0;0
13492;100mN33326E42404;68;24;10;19;11;4;24;26;0;3;10;0;4;24;20;5;11;5;3;0;0;0
13493;100mN33326E42405;106;52;18;13;17;6;52;24;0;7;14;3;6;52;33;11;3;7;0;0;0;0
13494;100mN33326E42406;68;30;14;13;7;4;30;19;0;8;6;0;4;30;21;13;3;3;0;0;0;0
13495;100mN33326E42407;97;46;27;14;3;7;46;29;0;12;3;0;7;46;35;7;8;0;0;0;0;0
13496;100mN33326E42408;58;27;14;9;3;6;27;16;0;7;3;0;6;27;18;8;4;0;0;0;0;0
13497;100mN33326E42409;80;23;20;29;5;3;23;42;0;7;5;0;3;23;25;13;16;0;3;0;0;0
13498;100mN33326E42410;124;62;29;18;12;3;62;31;0;16;10;3;3;62;37;14;7;3;3;0;0;0
13499;100mN33326E42411;45;30;15;0;0;0;30;13;0;3;0;0;0;30;15;0;0;0;0;0;0;0
13500;100mN33326E42412;31;22;5;4;0;0;22;7;0;3;0;0;0;22;5;0;4;0;0;0;0;0
13501;100mN33326E42413;94;60;21;3;3;8;60;13;0;10;3;0;8;60;27;6;0;0;0;0;0;0
13502;100mN33326E42414;52;16;16;12;3;5;16;25;0;3;3;0;5;16;22;6;5;3;0;0;0;0
13503;100mN33326E42415;93;62;16;5;4;6;62;9;0;12;4;0;6;62;23;4;3;3;0;0;0;0
13504;100mN33326E42416;50;18;15;11;5;0;18;21;0;5;4;0;0;18;20;8;3;0;0;0;0;0
13505;100mN33326E42417;130;82;25;10;11;3;82;24;0;11;10;0;3;82;34;7;6;0;0;0;0;0
13506;100mN33326E42418;64;34;18;8;3;0;34;21;0;5;3;0;0;34;20;7;3;0;0;0;0;0
13507;100mN33326E42419;22;6;7;9;0;0;6;14;0;3;0;0;0;6;6;5;4;0;0;0;0;0
13508;100mN33326E42420;36;7;10;19;0;0;7;25;0;4;0;0;0;7;10;10;8;0;0;0;0;0
13690;100mN33327E42391;3;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
13691;100mN33327E42392;54;30;13;7;0;3;30;15;0;5;0;0;3;30;16;4;3;0;0;0;0;0
13692;100mN33327E42393;71;39;15;5;3;9;39;12;0;8;3;0;9;39;24;4;3;0;0;0;0;0
13693;100mN33327E42394;85;64;11;4;4;3;64;11;0;4;4;0;3;64;15;3;3;0;0;0;0;0
13694;100mN33327E42395;143;68;37;12;13;13;68;23;0;26;12;0;13;68;52;13;3;3;4;0;0;0
13695;100mN33327E42396;106;46;25;10;13;12;46;20;0;15;10;3;12;46;39;10;7;0;3;0;0;0
13696;100mN33327E42397;70;42;17;0;3;7;42;13;0;5;3;0;7;42;19;6;3;0;0;0;0;0
13697;100mN33327E42398;85;32;25;12;10;6;32;28;0;9;8;3;6;32;34;8;6;4;0;0;0;0
13698;100mN33327E42399;84;44;18;8;8;6;44;13;0;13;7;0;6;44;26;12;0;0;0;0;0;0
13699;100mN33327E42400;27;8;8;9;0;0;8;14;0;3;0;0;0;8;9;6;3;3;0;0;0;0
13700;100mN33327E42401;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13701;100mN33327E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13702;100mN33327E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13703;100mN33327E42404;40;13;9;7;5;6;13;12;0;4;5;0;6;13;17;6;3;3;0;0;0;0
13704;100mN33327E42405;110;60;26;12;5;7;60;30;0;8;4;0;7;60;33;12;4;0;0;0;0;0
13705;100mN33327E42406;115;69;21;15;7;3;69;29;0;7;6;0;3;69;26;9;9;0;0;0;0;0
13706;100mN33327E42407;71;34;16;12;6;3;34;23;0;5;5;0;3;34;20;11;4;0;0;0;0;0
13707;100mN33327E42408;7;3;3;3;0;0;3;5;0;0;0;0;0;3;3;3;0;0;0;0;0;0
13708;100mN33327E42409;81;28;25;13;3;13;28;27;0;11;3;0;13;28;31;14;8;0;0;0;0;0
13709;100mN33327E42410;68;24;12;16;9;7;24;23;0;5;8;0;7;24;22;14;8;0;0;0;0;0
13710;100mN33327E42411;48;33;6;6;3;0;33;12;0;0;3;0;0;33;8;4;3;0;0;0;0;0
13711;100mN33327E42412;48;18;14;12;3;0;18;23;0;3;3;0;0;18;15;10;4;0;0;0;0;0
13712;100mN33327E42413;57;30;10;12;5;0;30;15;0;7;3;0;0;30;12;5;5;4;0;0;0;0
13713;100mN33327E42414;67;32;8;19;3;5;32;22;0;5;3;0;5;32;12;7;13;3;0;0;0;0
13714;100mN33327E42415;54;10;17;20;5;3;10;33;0;4;4;0;3;10;20;13;10;0;0;0;0;0
13715;100mN33327E42416;60;23;16;11;10;0;23;22;0;5;8;3;0;23;22;14;0;0;0;0;0;0
13716;100mN33327E42417;10;3;6;0;0;0;3;6;0;0;0;0;0;3;6;0;0;0;0;0;0;0
13717;100mN33327E42418;22;8;11;3;0;0;8;13;0;0;0;0;0;8;12;0;0;0;0;0;0;0
13718;100mN33327E42419;25;3;13;7;3;0;3;18;0;3;3;0;0;3;12;8;0;0;0;0;0;0
13719;100mN33327E42420;48;10;16;22;0;0;10;36;0;3;0;0;0;10;14;16;7;0;0;0;0;0
13720;100mN33327E42421;37;13;14;7;3;0;13;17;0;4;3;0;0;13;16;5;3;0;0;0;0;0
13900;100mN33328E42391;69;21;13;20;8;7;21;27;0;6;7;0;7;21;19;13;14;0;0;0;0;0
13901;100mN33328E42392;78;29;17;13;10;9;29;21;0;9;8;3;9;29;24;12;6;5;3;0;0;0
13902;100mN33328E42393;59;30;15;9;0;4;30;14;0;10;0;0;4;30;18;7;3;0;0;0;0;0
13903;100mN33328E42394;76;28;17;13;9;9;28;25;0;5;6;3;9;28;28;14;4;0;0;0;0;0
13904;100mN33328E42395;125;65;23;15;15;7;65;31;0;6;12;3;7;65;35;11;8;3;3;0;0;0
13905;100mN33328E42396;77;24;31;13;6;3;24;31;0;13;6;0;3;24;35;13;4;0;0;0;0;0
13906;100mN33328E42397;43;13;16;8;4;3;13;21;0;3;3;0;3;13;22;4;3;0;0;0;0;0
13907;100mN33328E42398;50;24;14;6;5;0;24;15;0;5;4;0;0;24;15;3;4;3;3;0;0;0
13908;100mN33328E42399;75;32;16;12;7;8;32;17;0;11;6;0;8;32;26;9;7;0;0;0;0;0
13909;100mN33328E42400;10;4;3;0;3;0;4;3;0;0;3;0;0;4;4;0;0;0;0;0;0;0
13910;100mN33328E42401;5;3;3;0;0;0;3;3;0;0;0;0;0;3;3;0;0;0;0;0;0;0
13911;100mN33328E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13912;100mN33328E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13913;100mN33328E42404;13;6;4;0;0;3;6;3;0;3;0;0;3;6;6;0;0;0;0;0;0;0
13914;100mN33328E42405;32;20;7;3;0;0;20;8;0;0;0;0;0;20;9;0;0;0;0;0;0;0
13915;100mN33328E42406;83;34;14;15;14;6;34;19;0;10;13;0;6;34;31;8;8;0;0;0;0;0
13916;100mN33328E42407;62;18;13;16;10;5;18;26;0;3;9;0;5;18;24;10;10;0;0;0;0;0
13917;100mN33328E42408;69;27;16;21;3;3;27;31;0;6;3;0;3;27;17;12;7;3;3;0;0;0
13918;100mN33328E42409;58;16;22;15;4;0;16;29;0;8;3;0;0;16;27;5;6;3;0;0;0;0
13919;100mN33328E42410;62;19;18;12;8;5;19;23;0;7;8;0;5;19;26;11;6;0;0;0;0;0
13920;100mN33328E42411;47;31;7;5;0;3;31;11;0;0;0;0;3;31;9;4;3;0;0;0;0;0
13921;100mN33328E42412;39;9;8;18;3;0;9;23;0;3;3;0;0;9;10;12;6;3;0;0;0;0
13922;100mN33328E42413;67;16;19;19;12;0;16;30;0;8;12;0;0;16;25;16;6;3;0;0;0;0
13923;100mN33328E42414;43;13;18;9;3;0;13;24;0;3;3;0;0;13;18;9;3;0;0;0;0;0
13924;100mN33328E42415;30;14;12;0;3;0;14;12;0;0;0;0;0;14;15;0;0;0;0;0;0;0
13925;100mN33328E42416;29;11;17;0;0;0;11;14;0;4;0;0;0;11;17;0;0;0;0;0;0;0
13926;100mN33328E42417;18;0;11;5;0;0;0;16;0;0;0;0;0;0;11;3;3;3;0;0;0;0
13927;100mN33328E42418;22;3;13;7;0;0;3;20;0;0;0;0;0;3;13;3;3;0;0;0;0;0
13928;100mN33328E42419;53;19;25;6;3;0;19;27;0;4;3;0;0;19;27;6;0;0;0;0;0;0
13929;100mN33328E42420;67;26;22;10;8;0;26;23;0;9;7;0;0;26;23;9;5;3;0;0;0;0
13930;100mN33328E42421;90;47;28;7;4;4;47;20;0;15;3;0;4;47;32;7;3;0;0;0;0;0
14109;100mN33329E42391;54;29;10;10;4;0;29;18;0;3;3;0;0;29;15;3;5;0;0;0;0;0
14110;100mN33329E42392;27;16;4;4;0;3;16;7;0;0;0;0;3;16;6;3;0;0;0;0;0;0
14111;100mN33329E42393;34;11;12;7;3;0;11;12;0;7;3;0;0;11;13;5;4;0;0;0;0;0
14112;100mN33329E42394;7;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0
